Question_ID,Question_Text,Clean_Text,Predicted_Subject
2008_2_Q55,"STATEMENT-1: [Fe(H₂O)₅NO]SO₄ is paramagnetic. and STATEMENT-2: The Fe in [Fe(H₂O)₅NO]SO₄ has three unpaired electrons. (A) STATEMENT-1 is True, STATEMENT-2 is True; STATEMENT-2 is a correct explanation for STATEMENT-1 (B) STATEMENT-1 is True, STATEMENT-2 is True; STATEMENT-2 is NOT a correct explanation for STATEMENT-1 (C) STATEMENT-1 is True, STATEMENT-2 is False (D) STATEMENT-1 is False, STATEMENT-2 is True",STATEMENT Fe H O NO SO is paramagnetic and STATEMENT The Fe in Fe H O NO SO has three unpaired electrons STATEMENT is True STATEMENT is True STATEMENT is a correct explanation for STATEMENT STATEMENT is True STATEMENT is True STATEMENT is NOT a correct explanation for STATEMENT STATEMENT is True STATEMENT is False STATEMENT is False STATEMENT is True,chemistry
2008_2_Q56,"STATEMENT-1: The geometrical isomers of the complex [M(NH₃)₄Cl₂] are optically inactive. and STATEMENT-2: Both geometrical isomers of the complex [M(NH₃)₄Cl₂] possess axis of symmetry. (A) STATEMENT-1 is True, STATEMENT-2 is True; STATEMENT-2 is a correct explanation for STATEMENT-1 (B) STATEMENT-1 is True, STATEMENT-2 is True; STATEMENT-2 is NOT a correct explanation for STATEMENT-1 (C) STATEMENT-1 is True, STATEMENT-2 is False (D) STATEMENT-1 is False, STATEMENT-2 is True",STATEMENT The geometrical isomers of the complex M NH Cl are optically inactive and STATEMENT Both geometrical isomers of the complex M NH Cl possess axis of symmetry STATEMENT is True STATEMENT is True STATEMENT is a correct explanation for STATEMENT STATEMENT is True STATEMENT is True STATEMENT is NOT a correct explanation for STATEMENT STATEMENT is True STATEMENT is False STATEMENT is False STATEMENT is True,chemistry
2008_2_Q57,"STATEMENT-1: There is a natural asymmetry between converting work to heat and converting heat to work. and STATEMENT-2: No process is possible in which the sole result is the absorption of heat from a reservoir and its complete conversion into work. (A) STATEMENT-1 is True, STATEMENT-2 is True; STATEMENT-2 is a correct explanation for STATEMENT-1 (B) STATEMENT-1 is True, STATEMENT-2 is True; STATEMENT-2 is NOT a correct explanation for STATEMENT-1 (C) STATEMENT-1 is True, STATEMENT-2 is False (D) STATEMENT-1 is False, STATEMENT-2 is True",STATEMENT There is a natural asymmetry between converting work to heat and converting heat to work and STATEMENT No process is possible in which the sole result is the absorption of heat from a reservoir and its complete conversion into work STATEMENT is True STATEMENT is True STATEMENT is a correct explanation for STATEMENT STATEMENT is True STATEMENT is True STATEMENT is NOT a correct explanation for STATEMENT STATEMENT is True STATEMENT is False STATEMENT is False STATEMENT is True,chemistry
2008_2_Q58,"A tertiary alcohol H upon acid catalysed dehydration gives a product I. Ozonolysis of I leads to compounds J and K. Compound J upon reaction with KOH gives benzyl alcohol and a compound L, whereas K on reaction with KOH gives only M. M = Ph-CO-Ph (Benzophenone). Compound H is formed by the reaction of (A) [Structure of 1-phenylethanol] + PhMgBr (B) [Structure of ethylbenzene] + PhCH2MgBr (C) [Structure of benzyl alcohol] + PhCH2MgBr (D) [Structure of benzyl alcohol] + PhMgBr",A tertiary alcohol H upon acid catalysed dehydration gives a product I Ozonolysis of I leads to compounds J and K Compound J upon reaction with KOH gives benzyl alcohol and a compound L whereas K on reaction with KOH gives only M M Ph CO Ph Benzophenone Compound H is formed by the reaction of Structure of phenylethanol PhMgBr Structure of ethylbenzene PhCH2MgBr Structure of benzyl alcohol PhCH2MgBr Structure of benzyl alcohol PhMgBr,chemistry
2008_2_Q59,"A tertiary alcohol H upon acid catalysed dehydration gives a product I. Ozonolysis of I leads to compounds J and K. Compound J upon reaction with KOH gives benzyl alcohol and a compound L, whereas K on reaction with KOH gives only M. M = Ph-CO-Ph (Benzophenone). The structure of compound I is (A) [Structure of 1,2-diphenylpropene] (B) [Structure of 2,3-diphenyl-2-butene] (C) [Structure of 1,2-diphenylpropene with different stereochemistry/position] (D) [Structure of 2-phenyl-2-butene]",A tertiary alcohol H upon acid catalysed dehydration gives a product I Ozonolysis of I leads to compounds J and K Compound J upon reaction with KOH gives benzyl alcohol and a compound L whereas K on reaction with KOH gives only M M Ph CO Ph Benzophenone The structure of compound I is Structure of diphenylpropene Structure of diphenyl butene Structure of diphenylpropene with different stereochemistry position Structure of phenyl butene,chemistry
2008_2_Q60,"A tertiary alcohol H upon acid catalysed dehydration gives a product I. Ozonolysis of I leads to compounds J and K. Compound J upon reaction with KOH gives benzyl alcohol and a compound L, whereas K on reaction with KOH gives only M. M = Ph-CO-Ph (Benzophenone). The structures of compounds J, K and L, respectively, are (A) PhCOCH₃, PhCH₂COCH₃ and PhCH₂COO⁻K⁺ (B) PhCHO, PhCH₂CHO and PhCOO⁻K⁺ (C) PhCOCH₃, PhCH₂CHO and CH₃COO⁻K⁺ (D) PhCHO, PhCOCH₃ and PhCOO⁻K⁺",A tertiary alcohol H upon acid catalysed dehydration gives a product I Ozonolysis of I leads to compounds J and K Compound J upon reaction with KOH gives benzyl alcohol and a compound L whereas K on reaction with KOH gives only M M Ph CO Ph Benzophenone The structures of compounds J K and L respectively are PhCOCH PhCH COCH and PhCH COO K PhCHO PhCH CHO and PhCOO K PhCOCH PhCH CHO and CH COO K PhCHO PhCOCH and PhCOO K,chemistry
2008_2_Q61,"In hexagonal systems of crystals, a frequently encountered arrangement of atoms is described as a hexagonal prism. Here, the top and bottom of the cell are regular hexagons and three atoms are sandwiched in between them. A space-filling model of this structure, called hexagonal close-packed (HCP), is constituted of a sphere on a flat surface surrounded in the same plane by six identical spheres as closely as possible. Three spheres are then placed over the first layer so that they touch each other and represent the second layer. Each one of these three spheres touches three spheres of the bottom layer. Finally, the second layer is covered with a third layer that is identical to the bottom layer in relative position. Assume radius of every sphere to be 'r'. The number of atoms in this HCP unit cell is (A) 4 (B) 6 (C) 12 (D) 17",In hexagonal systems of crystals a frequently encountered arrangement of atoms is described as a hexagonal prism Here the top and bottom of the cell are regular hexagons and three atoms are sandwiched in between them A space filling model of this structure called hexagonal close packed HCP is constituted of a sphere on a flat surface surrounded in the same plane by six identical spheres as closely as possible Three spheres are then placed over the first layer so that they touch each other and represent the second layer Each one of these three spheres touches three spheres of the bottom layer Finally the second layer is covered with a third layer that is identical to the bottom layer in relative position Assume radius of every sphere to be r The number of atoms in this HCP unit cell is,physics
2008_2_Q62,"In hexagonal systems of crystals, a frequently encountered arrangement of atoms is described as a hexagonal prism. Here, the top and bottom of the cell are regular hexagons and three atoms are sandwiched in between them. A space-filling model of this structure, called hexagonal close-packed (HCP), is constituted of a sphere on a flat surface surrounded in the same plane by six identical spheres as closely as possible. Three spheres are then placed over the first layer so that they touch each other and represent the second layer. Each one of these three spheres touches three spheres of the bottom layer. Finally, the second layer is covered with a third layer that is identical to the bottom layer in relative position. Assume radius of every sphere to be 'r'. The volume of this HCP unit cell is (A) 24√2 r³ (B) 16√2r³ (C) 12√2r³ (D) (64/(3√3))r³",In hexagonal systems of crystals a frequently encountered arrangement of atoms is described as a hexagonal prism Here the top and bottom of the cell are regular hexagons and three atoms are sandwiched in between them A space filling model of this structure called hexagonal close packed HCP is constituted of a sphere on a flat surface surrounded in the same plane by six identical spheres as closely as possible Three spheres are then placed over the first layer so that they touch each other and represent the second layer Each one of these three spheres touches three spheres of the bottom layer Finally the second layer is covered with a third layer that is identical to the bottom layer in relative position Assume radius of every sphere to be r The volume of this HCP unit cell is r 2r 2r r,physics
2008_2_Q63,"In hexagonal systems of crystals, a frequently encountered arrangement of atoms is described as a hexagonal prism. Here, the top and bottom of the cell are regular hexagons and three atoms are sandwiched in between them. A space-filling model of this structure, called hexagonal close-packed (HCP), is constituted of a sphere on a flat surface surrounded in the same plane by six identical spheres as closely as possible. Three spheres are then placed over the first layer so that they touch each other and represent the second layer. Each one of these three spheres touches three spheres of the bottom layer. Finally, the second layer is covered with a third layer that is identical to the bottom layer in relative position. Assume radius of every sphere to be 'r'. The empty space in this HCP unit cell is (A) 74% (B) 47.6% (C) 32% (D) 26%",In hexagonal systems of crystals a frequently encountered arrangement of atoms is described as a hexagonal prism Here the top and bottom of the cell are regular hexagons and three atoms are sandwiched in between them A space filling model of this structure called hexagonal close packed HCP is constituted of a sphere on a flat surface surrounded in the same plane by six identical spheres as closely as possible Three spheres are then placed over the first layer so that they touch each other and represent the second layer Each one of these three spheres touches three spheres of the bottom layer Finally the second layer is covered with a third layer that is identical to the bottom layer in relative position Assume radius of every sphere to be r The empty space in this HCP unit cell is,physics
2008_2_Q64,"Match the compounds in Column I with their characteristic test(s)/reaction(s) given in Column II. Indicate your answer by darkening the appropriate bubbles of the 4 × 4 matrix given in the ORS. Column I (A) H₂N-NH₃⁺Cl⁻ (Hydrazine hydrochloride) (B) HO-[benzene ring]-NH₃⁺I⁻ (with COOH group also on ring, e.g., Hydroxy-carboxy-anilinium iodide) (C) HO-[benzene ring]-NH₂Ac (e.g., Hydroxyacetanilide) (D) O₂N-[benzene ring]-NH-NH₃⁺Br⁻ (e.g., Nitro-phenyl-hydrazinium bromide) Column II (p) sodium fusion extract of the compound gives Prussian blue colour with FeSO₄ (q) gives positive FeCl₃ test (r) gives white precipitate with AgNO₃ (s) reacts with aldehydes to form the corresponding hydrazone derivative",Match the compounds in Column I with their characteristic test s reaction s given in Column II Indicate your answer by darkening the appropriate bubbles of the matrix given in the ORS Column I H N NH Cl Hydrazine hydrochloride HO benzene ring NH I with COOH group also on ring e g Hydroxy carboxy anilinium iodide HO benzene ring NH Ac e g Hydroxyacetanilide O N benzene ring NH NH Br e g Nitro phenyl hydrazinium bromide Column II p sodium fusion extract of the compound gives Prussian blue colour with FeSO q gives positive FeCl test r gives white precipitate with AgNO s reacts with aldehydes to form the corresponding hydrazone derivative,chemistry
2008_2_Q65,Match the conversions in Column I with the type(s) of reaction(s) given in Column II. Indicate your answer by darkening the appropriate bubbles of the 4 × 4 matrix given in the ORS Column I (A) PbS→ PbO (B) CaCO₃ → CaO (C) ZnS → Zn (D) Cu₂S → Cu Column II (p) roasting (q) calcination (r) carbon reduction (s) self reduction,Match the conversions in Column I with the type s of reaction s given in Column II Indicate your answer by darkening the appropriate bubbles of the matrix given in the ORS Column I PbS PbO CaCO CaO ZnS Zn Cu S Cu Column II p roasting q calcination r carbon reduction s self reduction,chemistry
2008_2_Q66,"Match the entries in Column I with the correctly related quantum number(s) in Column II. Indicate your answer by darkening the appropriate bubbles of the 4 × 4 matrix given in the ORS Column I (A) Orbital angular momentum of the electron in a hydrogen-like atomic orbital (B) A hydrogen-like one-electron wave function obeying Pauli principle (C) Shape, size and orientation of hydrogen-like atomic orbitals (D) Probability density of electron at the nucleus in hydrogen-like atom Column II (p) Principal quantum number (q) Azimuthal quantum number (r) Magnetic quantum number (s) Electron spin quantum number",Match the entries in Column I with the correctly related quantum number s in Column II Indicate your answer by darkening the appropriate bubbles of the matrix given in the ORS Column I Orbital angular momentum of the electron in a hydrogen like atomic orbital A hydrogen like one electron wave function obeying Pauli principle Shape size and orientation of hydrogen like atomic orbitals Probability density of electron at the nucleus in hydrogen like atom Column II p Principal quantum number q Azimuthal quantum number r Magnetic quantum number s Electron spin quantum number,chemistry
2009_1_Q01,"Given that the abundances of isotopes 54Fe, 56Fe and 57Fe are 5%, 90% and 5%, respectively, the atomic mass of Fe is (A) 55.85 (B) 55.95 (C) 55.75 (D) 56.05",Given that the abundances of isotopes 54Fe 56Fe and 57Fe are and respectively the atomic mass of Fe is,chemistry
2009_1_Q02,The term that corrects for the attractive forces present in a real gas in the van der Waals equation is (A) nb (B) an²/V² (C) an²/V² (D) -nb,The term that corrects for the attractive forces present in a real gas in the van der Waals equation is nb an V an V nb,chemistry
2009_1_Q03,"Among the electrolytes Na2SO4, CaCl2, Al2(SO4)3 and NH4Cl, the most effective coagulating agent for Sb2S3 sol is (A) Na2SO4 (B) CaCl2 (C) Al2(SO4)3 (D) NH4Cl",Among the electrolytes Na2SO4 CaCl2 Al2 SO4 and NH4Cl the most effective coagulating agent for Sb2S3 sol is Na2SO4 CaCl2 Al2 SO4 NH4Cl,physics
2009_1_Q04,The Henry's law constant for the solubility of N₂ gas in water at 298 K is 1.0×10⁵ atm. The mole fraction of N₂ in air is 0.8. The number of moles of N₂ from air dissolved in 10 moles of water at 298 K and 5 atm pressure is (A) 4.0×10⁻⁴ (B) 4.0×10⁻⁵ (C) 5.0×10⁻⁴ (D) 4.0×10⁻⁶,The Henry s law constant for the solubility of N gas in water at K is atm The mole fraction of N in air is The number of moles of N from air dissolved in moles of water at K and atm pressure is,chemistry
2009_1_Q05,The reaction of P₄ with X leads selectively to P₄O₆. The X is (A) Dry O2 (B) A mixture of O2 and N2 (C) Moist O2 (D) O2 in the presence of aqueous NaOH,The reaction of P with X leads selectively to P O The X is Dry O2 A mixture of O2 and N2 Moist O2 O2 in the presence of aqueous NaOH,chemistry
2009_1_Q06,The correct acidity order of the following is OH OH COOH COOH CI (I) (II) (III) CH3 (IV) (A) (III) > (IV) > (II) > (I) (B) (IV) > (III) > (I) > (II) (C) (III) > (II) > (I) > (IV) (D) (II) > (III) > (IV) > (I),The correct acidity order of the following is OH OH COOH COOH CI I II III CH3 IV III IV II I IV III I II III II I IV II III IV I,chemistry
2009_1_Q07,"Among cellulose, poly(vinyl chloride), nylon and natural rubber, the polymer in which the intermolecular force of attraction is weakest is (A) Nylon (B) Poly(vinyl chloride) (C) Cellulose (D) Natural Rubber",Among cellulose poly vinyl chloride nylon and natural rubber the polymer in which the intermolecular force of attraction is weakest is Nylon Poly vinyl chloride Cellulose Natural Rubber,physics
2009_1_Q08,The IUPAC name of the following compound is OH CN Br (A) 4-Bromo-3-cyanophenol (B) 2-Bromo-5-hydroxybenzonitrile (C) 2-Cyano-4-hydroxybromobenzene (D) 6-Bromo-3-hydroxybenzonitrile,The IUPAC name of the following compound is OH CN Br Bromo cyanophenol Bromo hydroxybenzonitrile Cyano hydroxybromobenzene Bromo hydroxybenzonitrile,chemistry
2009_1_Q09,The correct statement(s) regarding defects in solids is(are) (A) Frenkel defect is usually favoured by a very small difference in the sizes of cation and anion (B) Frenkel defect is a dislocation defect (C) Trapping of an electron in the lattice leads to the formation of F-center (D) Schottky defects have no effect on the physical properties of solids,The correct statement s regarding defects in solids is are Frenkel defect is usually favoured by a very small difference in the sizes of cation and anion Frenkel defect is a dislocation defect Trapping of an electron in the lattice leads to the formation of F center Schottky defects have no effect on the physical properties of solids,chemistry
2009_1_Q10,The compound(s) that exhibit(s) geometrical isomerism is(are) (A) [Pt(en)Cl₂] (B) [Pt(en)₂]Cl₂ (C) [Pt(en)₂Cl₂]Cl₂ (D) [Pt(NH₃)₂Cl₂],The compound s that exhibit s geometrical isomerism is are Pt en Cl Pt en Cl Pt en Cl Cl Pt NH Cl,chemistry
2009_1_Q11,The compound(s) formed upon combustion of sodium metal in excess air is(are) (A) Na₂O₂ (B) Na₂O (C) NaO₂ (D) NaOH,The compound s formed upon combustion of sodium metal in excess air is are Na O Na O NaO NaOH,chemistry
2009_1_Q12,"The correct statement(s) about the compound H₃C(HO)HC-CH=CH-CH(OH)CH₃ (X) is(are) (A) The total number of stereoisomers possible for X is 6 (B) The total number of diastereomers possible for X is 3 (C) If the stereochemistry about the double bond in X is trans, the number of enantiomers possible for X is 4 (D) If the stereochemistry about the double bond in X is cis, the number of enantiomers possible for X is 2",The correct statement s about the compound H C HO HC CH CH CH OH CH X is are The total number of stereoisomers possible for X is The total number of diastereomers possible for X is If the stereochemistry about the double bond in X is trans the number of enantiomers possible for X is If the stereochemistry about the double bond in X is cis the number of enantiomers possible for X is,chemistry
2009_1_Q13,"p-Amino-N,N-dimethylaniline is added to a strongly acidic solution of X. The resulting solution is treated with a few drops of aqueous solution of Y to yield blue coloration due to the formation of methylene blue. Treatment of the aqueous solution of Y with the reagent potassium hexacyanoferrate(II) leads to the formation of an intense blue precipitate. The precipitate dissolves on excess addition of the reagent. Similarly, treatment of the solution of Y with the solution of potassium hexacyanoferrate(III) leads to a brown coloration due to the formation of Z. The compound X is (A) NaNO₃ (B) NaCl (C) Na₂SO₄ (D) Na₂S",p Amino N N dimethylaniline is added to a strongly acidic solution of X The resulting solution is treated with a few drops of aqueous solution of Y to yield blue coloration due to the formation of methylene blue Treatment of the aqueous solution of Y with the reagent potassium hexacyanoferrate II leads to the formation of an intense blue precipitate The precipitate dissolves on excess addition of the reagent Similarly treatment of the solution of Y with the solution of potassium hexacyanoferrate III leads to a brown coloration due to the formation of Z The compound X is NaNO NaCl Na SO Na S,chemistry
2009_1_Q14,The compound Y is (A) MgCl₂ (B) FeCl₂ (C) FeCl₃ (D) ZnCl₂,The compound Y is MgCl FeCl FeCl ZnCl,chemistry
2009_1_Q15,The compound Z is (A) Mg₂[Fe(CN)₆] (B) Fe[Fe(CN)₆] (C) Fe₄[Fe(CN)₆]₃ (D) K₂Zn₃[Fe(CN)₆]₂,The compound Z is Mg Fe CN Fe Fe CN Fe Fe CN K Zn Fe CN,chemistry
2009_1_Q16,"A carbonyl compound P, which gives positive iodoform test, undergoes reaction with MeMgBr followed by dehydration to give an olefin Q. Ozonolysis of Q leads to a dicarbonyl compound R, which undergoes intramolecular aldol reaction to give predominantly S. 1. MeMgBr 1. O₃ 1. OH⁻ P → Q → R → S 2. H⁺, H₂O 2. Zn, H₂O 2. Δ 3. H₂SO₄, Δ The structure of the carbonyl compound P is (A) Me (B) Me Me (C) Et (D) Me",A carbonyl compound P which gives positive iodoform test undergoes reaction with MeMgBr followed by dehydration to give an olefin Q Ozonolysis of Q leads to a dicarbonyl compound R which undergoes intramolecular aldol reaction to give predominantly S MeMgBr O OH P Q R S H H O Zn H O H SO The structure of the carbonyl compound P is Me Me Me Et Me,chemistry
2009_1_Q17,"The structures of the products Q and R, respectively, are (A) Me , H COMe Me Me Me Me (B) H CHO Me , Me Me Me (C) H CHO Me Et , Me Et Me (D) CH₃ CHO , Me Me Et",The structures of the products Q and R respectively are Me H COMe Me Me Me Me H CHO Me Me Me Me H CHO Me Et Me Et Me CH CHO Me Me Et,chemistry
2009_1_Q18,The structure of the product S is (A) (B) (C) (D),The structure of the product S is,chemistry
2009_1_Q19,Match each of the diatomic molecules in Column I with its property/properties in Column II. Column I Column II (A) B₂ (p) Paramagnetic (B) N₂ (q) Undergoes oxidation (C) O₂ (r) Undergoes reduction (D) O₂ (s) Bond order ≥ 2 (t) Mixing of 's' and 'p' orbitals,Match each of the diatomic molecules in Column I with its property properties in Column II Column I Column II B p Paramagnetic N q Undergoes oxidation O r Undergoes reduction O s Bond order t Mixing of s and p orbitals,chemistry
2009_1_Q20,Match each of the compounds in Column I with its characteristic reaction(s) in Column II. Column I Column II (A) CH₃CH₂CH₂CN (p) Reduction with Pd-C/H₂ (B) CH₃CH₂OCOCH₃ (q) Reduction with SnCl₂/HCl (C) CH₃-CH=CH-CH₂OH (r) Development of foul smell on treatment with chloroform and alcoholic KOH (D) CH₃CH₂CH₂CH₂NH₂ (s) Reduction with diisobutylaluminium hydride (DIBAL-H) (t) Alkaline hydrolysis,Match each of the compounds in Column I with its characteristic reaction s in Column II Column I Column II CH CH CH CN p Reduction with Pd C H CH CH OCOCH q Reduction with SnCl HCl CH CH CH CH OH r Development of foul smell on treatment with chloroform and alcoholic KOH CH CH CH CH NH s Reduction with diisobutylaluminium hydride DIBAL H t Alkaline hydrolysis,chemistry
2009_1_Q21,"Let P(3, 2, 6) be a point in space and Q be a point on the line r = (i-j+2k) + μ(−3i+j+5k). Then the value of μ for which the vector PQ is parallel to the plane x-4y+3z =1 is (A) 1/4 (B) 1/4 (C) 1/8 (D) 1/8",Let P be a point in space and Q be a point on the line r i j 2k 3i j 5k Then the value of for which the vector PQ is parallel to the plane x 4y 3z is,mathematics
2009_1_Q22,"Tangents drawn from the point P(1, 8) to the circle x²+y²-6x-4y-11=0 touch the circle at the points A and B. The equation of the circumcircle of the triangle PAB is (A) x²+y²+4x-6y+19=0 (B) x²+y²-4x-10y+19=0 (C) x²+y²-2x+6y-29=0 (D) x²+y²-6x-4y+19=0",Tangents drawn from the point P to the circle x y 6x 4y touch the circle at the points A and B The equation of the circumcircle of the triangle PAB is x y 4x 6y x y 4x 10y x y 2x 6y x y 6x 4y,mathematics
2009_1_Q23,"Let f be a non-negative function defined on the interval [0, 1]. If ∫₀ˣ √1-(f'(t))² dt = ∫₀ˣ f(t) dt, 0≤x≤1, and f(0)=0, then (A) f(1/2) < 1/2 and f(1/3) > 1/3 (B) f(1/2) > 1/2 and f(1/3) > 1/3 (C) f(1/2) < 1/2 and f(1/3) < 1/3 (D) f(1/2) > 1/2 and f(1/3) < 1/3",Let f be a non negative function defined on the interval If f t dt f t dt x and f then f and f f and f f and f f and f,mathematics
2009_1_Q24,Let z=x+iy be a complex number where x and y are integers. Then the area of the rectangle whose vertices are the roots of the equation zz̄³+z̄z³ = 350 is (A) 48 (B) 32 (C) 40 (D) 80,Let z x iy be a complex number where x and y are integers Then the area of the rectangle whose vertices are the roots of the equation zz z z is,mathematics
2009_1_Q25,"The line passing through the extremity A of the major axis and extremity B of the minor axis of the ellipse x²+9y² = 9 meets its auxiliary circle at the point M. Then the area of the triangle with vertices at A, M and the origin O is (A) 31/10 (B) 29/10 (C) 21/10 (D) 27/10",The line passing through the extremity A of the major axis and extremity B of the minor axis of the ellipse x 9y meets its auxiliary circle at the point M Then the area of the triangle with vertices at A M and the origin O is,mathematics
2009_1_Q26,"If a, b, c and d are unit vectors such that (a⃗×b⃗)∙(c⃗×d⃗)=1 and a⃗∙c⃗ = 1/2, then (A) a, b, c are non-coplanar (B) b, c, d are non-coplanar (C) b, d are non-parallel (D) a, d are parallel and b, c are parallel",If a b c and d are unit vectors such that a b c d and a c then a b c are non coplanar b c d are non coplanar b d are non parallel a d are parallel and b c are parallel,physics
2009_1_Q27,Let z=cosθ+isinθ. Then the value of ∑_(m=1)^15 Im (z^(2m-1)) at θ=2° is (A) 1/sin 2° (B) 1/(3 sin 2°) (C) 1/(2 sin 2°) (D) 1/(4 sin 2°),Let z cos isin Then the value of _ m Im z 2m at is sin sin sin sin,mathematics
2009_1_Q28,"The number of seven digit integers, with sum of the digits equal to 10 and formed by using the digits 1, 2 and 3 only, is (A) 55 (B) 66 (C) 77 (D) 88",The number of seven digit integers with sum of the digits equal to and formed by using the digits and only is,mathematics
2009_1_Q29,Area of the region bounded by the curve y=eˣ and lines x=0 and y=e is (A) e-1 (B) ∫₁ᵉ ln(e+1-y)dy (C) e-∫₀ᵉˣ dx (D) ∫₁ᵉ ln y dy,Area of the region bounded by the curve y e and lines x and y e is e ln e y dy e dx ln y dy,mathematics
2009_1_Q30,"Let L = lim_(x→0) (α-√(α²-x²-x⁴/4))/x⁴, α>0. If L is finite, then (A) α = 2 (B) α=1 (C) L=1/64 (D) L = 1/32",Let L lim_ x x x x If L is finite then L L,mathematics
2009_1_Q31,"In a triangle ABC with fixed base BC, the vertex A moves such that cos B + cos C = 4 sin²(A/2). If a,b and c denote the lengths of the sides of the triangle opposite to the angles A, B and C, respectively, then (A) b+c= 4a (B) b+c= 2a (C) locus of point A is an ellipse (D) locus of point A is a pair of straight lines",In a triangle ABC with fixed base BC the vertex A moves such that cos B cos C sin A If a b and c denote the lengths of the sides of the triangle opposite to the angles A B and C respectively then b c 4a b c 2a locus of point A is an ellipse locus of point A is a pair of straight lines,mathematics
2009_1_Q32,"If sin⁴x/2 + cos⁴x/3 = 1/5, then (A) tan²x = 2/3 (B) sin⁸x/8 + cos⁸x/27 = 1/125 (C) tan²x = 1/3 (D) sin⁸x/8 + cos⁸x/27 = 1/125",If sin x cos x then tan x sin x cos x tan x sin x cos x,physics
2009_1_Q33,Let S be the set of all 3×3 symmetric matrices all of whose entries are either 0 or 1. Five of these entries are 1 and four of them are 0. The number of matrices in S is (A) 12 (B) 6 (C) 9 (D) 3,Let S be the set of all symmetric matrices all of whose entries are either or Five of these entries are and four of them are The number of matrices in S is,mathematics
2009_1_Q34,"The number of matrices A in S for which the system of linear equations A [x y z]ᵀ = [1 0 0]ᵀ has a unique solution, is (A) less than 4 (B) at least 4 but less than 7 (C) at least 7 but less than 10 (D) at least 10",The number of matrices A in S for which the system of linear equations A x y z has a unique solution is less than at least but less than at least but less than at least,mathematics
2009_1_Q35,"The number of matrices A in S for which the system of linear equations A [x y z]ᵀ = [1 0 0]ᵀ is inconsistent, is (A) 0 (B) more than 2 (C) 2 (D) 1",The number of matrices A in S for which the system of linear equations A x y z is inconsistent is more than,mathematics
2009_1_Q36,A fair die is tossed repeatedly until a six is obtained. Let X denote the number of tosses required. The probability that X =3 equals (A) 25/216 (B) 25/36 (C) 5/36 (D) 125/216,A fair die is tossed repeatedly until a six is obtained Let X denote the number of tosses required The probability that X equals,mathematics
2009_1_Q37,The probability that X≥3 equals (A) 125/216 (B) 25/36 (C) 5/36 (D) 25/216,The probability that X equals,mathematics
2009_1_Q38,The conditional probability that X≥6 given X >3 equals (A) 125/216 (B) 25/216 (C) 5/36 (D) 25/36,The conditional probability that X given X equals,mathematics
2009_1_Q39,"Match the statements/expressions in Column I with the open intervals in Column II. Column I Column II (A) Interval contained in the domain of definition of non-zero solutions of the differential equation (x-3)² y'+y=0 (p) (-π/2, π/2) (B) Interval containing the value of the integral ∫₁⁵ (x-1)(x-2)(x-3)(x-4)(x-5) dx (q) (0, 1) (C) Interval in which at least one of the points of local maximum of cos² x + sin x lies (r) (5π/8, 5π/4) (D) Interval in which tan⁻¹(sin x + cos x) is increasing (s) (0, π/8) (t) (-π, π)",Match the statements expressions in Column I with the open intervals in Column II Column I Column II Interval contained in the domain of definition of non zero solutions of the differential equation x y y p Interval containing the value of the integral x x x x x dx q Interval in which at least one of the points of local maximum of cos x sin x lies r Interval in which tan sin x cos x is increasing s t,mathematics
2009_1_Q40,"Match the conics in Column I with the statements/expressions in Column II. Column I Column II (A) Circle (p) The locus of the point (h, k) for which the line hx+ky=1 touches the circle x² + y² = 4 (B) Parabola (q) Points z in the complex plane satisfying |z+2|-|z-2|=±3 (C) Ellipse (r) Points of the conic have parametric representation x = √3(1-t²)/(1+t²), y = 2t/(1+t²) (D) Hyperbola (s) The eccentricity of the conic lies in the interval 1≤e<∞ (t) Points z in the complex plane satisfying Re(z+1)² = |z|²+1",Match the conics in Column I with the statements expressions in Column II Column I Column II Circle p The locus of the point h k for which the line hx ky touches the circle x y Parabola q Points z in the complex plane satisfying z z Ellipse r Points of the conic have parametric representation x t t y 2t t Hyperbola s The eccentricity of the conic lies in the interval e t Points z in the complex plane satisfying Re z z,mathematics
2009_1_Q41,"Three concentric metallic spherical shells of radii R, 2R, 3R, are given charges Q₁, Q₂, Q₃, respectively. It is found that the surface charge densities on the outer surfaces of the shells are equal. Then, the ratio of the charges given to the shells, Q₁ : Q₂ : Q₃, is (A) 1:2:3 (B) 1:3:5 (C) 1:4:9 (D) 1:8:18",Three concentric metallic spherical shells of radii R 2R 3R are given charges Q Q Q respectively It is found that the surface charge densities on the outer surfaces of the shells are equal Then the ratio of the charges given to the shells Q Q Q is,physics
2009_1_Q42,"A block of base 10 cm x 10 cm and height 15 cm is kept on an inclined plane. The coefficient of friction between them is √3. The inclination θ of this inclined plane from the horizontal plane is gradually increased from 0°. Then (A) at θ = 30°, the block will start sliding down the plane (B) the block will remain at rest on the plane up to certain θ and then it will topple (C) at θ = 60°, the block will start sliding down the plane and continue to do so at higher angles (D) at θ = 60°, the block will start sliding down the plane and on further increasing θ, it will topple at certain θ",A block of base cm x cm and height cm is kept on an inclined plane The coefficient of friction between them is The inclination of this inclined plane from the horizontal plane is gradually increased from Then at the block will start sliding down the plane the block will remain at rest on the plane up to certain and then it will topple at the block will start sliding down the plane and continue to do so at higher angles at the block will start sliding down the plane and on further increasing it will topple at certain,physics
