Question_ID,Question_Text
2012_2_Q24,"24. The shape of XeO₂F₂ molecule is
(A) trigonal bipyramidal
(B) square planar
(C) tetrahedral
(D) see-saw"
2012_2_Q25,"25. For a dilute solution containing 2.5 g of a non-volatile non-electrolyte solute in 100 g of water, the elevation in boiling point at 1 atm pressure is 2°C. Assuming concentration of solute is much lower than the concentration of solvent, the vapour pressure (mm of Hg) of the solution is (take K_b = 0.76 K kg mol⁻¹)
(A) 724
(B) 740
(C) 736
(D) 718"
2012_2_Q26,"26. The compound that undergoes decarboxylation most readily under mild condition is
(A) COOH CH2COOH
(B) COOH COOH
(C) COOH CH3
(D) CH2COOH CH3"
2012_2_Q27,"27. Using the data provided, calculate the multiple bond energy (kJ mol⁻¹) of a C=C bond in C₂H₂. That energy is (take the bond energy of a C-H bond as 350 kJ mol⁻¹.)
2C (s) + H₂(g) → C₂H₂(g) ΔH = 225 kJ mol⁻¹
2C(s) → 2C(g) ΔH = 1410 kJ mol⁻¹
H₂(g) → 2H(g) ΔH = 330 kJ mol⁻¹
(A) 1165
(B) 837
(C) 865
(D) 815"
2012_2_Q28,"28. The major product H of the given reaction sequence is
CH₃-CH₂-CO – CH₃ ΘCN G 95% H₂SO₄ Heat H
(A) CH₃-CH=C-COOH CH₃
(B) CH₃-CH=C-CN CH₃
(C) CH₃-CH-C - COOH CH₃
(D) CH₃-CH=C-CO-NH₂ CH₃"
2012_2_Q29,"29. Bleaching powder contains a salt of an oxoacid as one of its components. The anhydride of that oxoacid is
(A) Cl₂O
(B) Cl₂O₇
(C) ClO₂
(D) Cl₂O₆"
2012_2_Q30,"30. 25 mL of household bleach solution was mixed with 30 mL of 0.50 M KI and 10 mL of 4 N acetic acid. In the titration of the liberated iodine, 48 mL of 0.25 N Na₂S₂O₃ was used to reach the end point. The molarity of the household bleach solution is
(A) 0.48 M
(B) 0.96 M
(C) 0.24 M
(D) 0.024 M"
2012_2_Q31,"31. The solubility product (K_sp, mol³ dm⁻⁹) of MX₂ at 298 K based on the information available for the given concentration cell is (take 2.303 × R × 298/F = 0.059 V)
(A) 1×10⁻¹⁵
(B) 4×10⁻¹⁵
(C) 1×10⁻¹²
(D) 4×10⁻¹²"
2012_2_Q32,"32. The value of ΔG (kJ mol⁻¹) for the given cell is (take 1F = 96500 C mol⁻¹)
(A) -5.7
(B) 5.7
(C) 11.4
(D) -11.4"
2012_2_Q33,"33. The compound I is
(A) H
(B) OH
(C) CH3
(D) H H H H"
2012_2_Q34,"34. The compound K is
(A)
(B)
(C)
(D)"
2012_2_Q35,"35. The reversible expansion of an ideal gas under adiabatic and isothermal conditions is shown in the figure. Which of the following statement(s) is (are) correct?
(A) T₁ = T₂
(B) T₃ > T₁
(C) w_isothermal > w_adiabatic
(D) ΔU_isothermal > ΔU_adiabatic"
2012_2_Q36,"36. The given graphs / data I, II, III and IV represent general trends observed for different physisorption and chemisorption processes under mild conditions of temperature and pressure. Which of the following choice(s) about I, II, III and IV is (are) correct?
(A) I is physisorption and II is chemisorption
(B) I is physisorption and III is chemisorption
(C) IV is chemisorption and II is chemisorption
(D) IV is chemisorption and III is chemisorption"
2012_2_Q37,"37. For the given aqueous reactions, which of the statement(s) is (are) true?
excess KI + K₃[Fe(CN)₆] dilute H₂SO₄ → brownish-yellow solution
ZnSO₄ → white precipitate + brownish-yellow filtrate
Na₂S₂O₃ → colourless solution
(A) The first reaction is a redox reaction.
(B) White precipitate is Zn₃[Fe(CN)₆]₂.
(C) Addition of filtrate to starch solution gives blue colour.
(D) White precipitate is soluble in NaOH solution."
2012_2_Q38,"38. With respect to graphite and diamond, which of the statement(s) given below is (are) correct?
(A) Graphite is harder than diamond.
(B) Graphite has higher electrical conductivity than diamond.
(C) Graphite has higher thermal conductivity than diamond.
(D) Graphite has higher C-C bond order than diamond."
2012_2_Q39,"39. With reference to the scheme given, which of the given statment(s) about T, U, V and W is (are) correct?
H₃C T LiAlH₄ V CrO₃/H⁺ excess U (CH₃CO)₂O W
(A) T is soluble in hot aqueous NaOH
(B) U is optically active
(C) Molecular formula of W is C₁₀H₁₈O₄
(D) V gives effervescence on treatment with aqueous NaHCO₃"
2012_2_Q40,"40. Which of the given statement(s) about N, O, P and Q with respect to M is (are) correct?
(A) M and N are non-mirror image stereoisomers
(B) M and O are identical
(C) M and P are enantiomers
(D) M and Q are identical"
2012_2_Q41,"41. The equation of a plane passing through the line of intersection of the planes x + 2y + 3z = 2 and x – y + z = 3 and at a distance √3 from the point (3, 1, –1) is
(A) 5x – 11y + z = 17
(B) √2x + y = 3√2 – 1
(C) x + y + z = √3
(D) x – √2y = 1 – √2"
2012_2_Q42,"42. Let PQR be a triangle of area Δ with a = 2, b = 7/2 and c = 5/2, where a, b and c are the lengths of the sides of the triangle opposite to the angles at P, Q and R respectively. Then (2 sin P – sin 2P) / (2 sin P + sin 2P) equals
(A) 3/4Δ
(B) 45/4Δ
(C) (3/4Δ)²
(D) (45/4Δ)²"
2012_2_Q43,"43. If ⃗a and ⃗b are vectors such that |⃗a + ⃗b| = √29 and ⃗a × (2⃗i + 3⃗j + 4⃗k) = (2⃗i + 3⃗j + 4⃗k) × ⃗b, then a possible value of (⃗a + ⃗b) ⋅ (−7⃗i + 2⃗j + 3⃗k) is
(A) 0
(B) 3
(C) 4
(D) 8"
2012_2_Q44,"44. If P is a 3 × 3 matrix such that Pᵀ = 2P + I, where Pᵀ is the transpose of P and I is the 3 × 3 identity matrix, then there exists a column matrix X = [x 0 y ≠ 0 z 0] such that [0 0 0]
(A) PX = [0 0 0]
(B) PX = X
(C) PX = 2X
(D) PX = - X"
2012_2_Q45,"45. Let α(a) and β(a) be the roots of the equation (√1+ a − 1)x² + (√1+ a − 1)x+(√1+a-1)=0 where a > -1. Then lim(a→0⁺) α(a) and lim(a→0⁺) β(a) are
(A) -5/2 and 1
(B) -7/2 and -1
(C) -7/2 and 2
(D) -9/2 and 3"
2012_2_Q46,"46. Four fair dice D₁, D₂, D₃ and D₄, each having six faces numbered 1, 2, 3, 4, 5 and 6, are rolled simultaneously. The probability that D₄ shows a number appearing on one of D₁, D₂, and D₃ is
(A) 91/216
(B) 108/216
(C) 125/216
(D) 127/216"
2012_2_Q47,"47. The value of the integral ∫(-π/2)^(π/2) (x² + ln((π+x)/(π-x))) cosx dx is
(A) 0
(B) -π²/4
(C) π²/2 + 4
(D) π²/2"
2012_2_Q48,"48. Let a₁, a₂, a₃, ... be in harmonic progression with a₁ = 5 and a₂₀ = 25. The least positive integer n for which a_n < 0 is
(A) 22
(B) 23
(C) 24
(D) 25"
2012_2_Q49,"49. Let a_n denote the number of all n-digit positive integers formed by the digits 0, 1 or both such that no consecutive digits in them are 0. Let b_n = the number of such n-digit integers ending with digit 1 and c_n = the number of such n-digit integers ending with digit 0. The value of b_n is
(A) 7
(B) 8
(C) 9
(D) 11"
2012_2_Q50,"50. Let a_n denote the number of all n-digit positive integers formed by the digits 0, 1 or both such that no consecutive digits in them are 0. Let b_n = the number of such n-digit integers ending with digit 1 and c_n = the number of such n-digit integers ending with digit 0. Which of the following is correct?
(A) a₁₇ = a₁₆ + a₁₅
(B) c₁₇ ≠ b₁₆ + c₁₅
(C) b₁₇ ≠ b₁₆ + c₁₆
(D) a₁₇ = c₁₇ + b₁₆"
2012_2_Q51,"51. Let f(x) = (1-x)² sin2x + x² for all x ∈ IR, and let g(x) = ∫₁ˣ ((2(t-1))/(t+1) - lnt) f(t) dt for all x ∈ (1,∞). Which of the following is true?
(A) g is increasing on (1,∞)
(B) g is decreasing on (1,∞)
(C) g is increasing on (1, 2) and decreasing on (2,∞)
(D) g is decreasing on (1, 2) and increasing on (2,∞)"
2012_2_Q52,"52. Let f(x) = (1-x)² sin2x + x² for all x ∈ IR, and let g(x) = ∫₁ˣ ((2(t-1))/(t+1) - lnt) f(t) dt for all x ∈ (1,∞). Consider the statements:
P: There exists some x ∈ IR such that f (x) + 2x = 2(1 + x²)
Q: There exists some x ∈ IR such that 2f (x) + 1= 2x(1+x)
Then
(A) both P and Q are true
(B) P is true and Q is false
(C) P is false and Q is true
(D) both P and Q are false"
2012_2_Q53,"53. A tangent PT is drawn to the circle x² + y² = 4 at the point P (√3,1). A straight line L, perpendicular to PT is a tangent to the circle (x − 3)² + y² = 1. A possible equation of L is
(A) x-√3y = 1
(B) x+√3 y = 1
(C) x-√3 y = -1
(D) x + √3 y = 5"
2012_2_Q54,"54. A tangent PT is drawn to the circle x² + y² = 4 at the point P (√3,1). A straight line L, perpendicular to PT is a tangent to the circle (x − 3)² + y² = 1. A common tangent of the two circles is
(A) x = 4
(B) y = 2
(C) x + √3 y = 4
(D) x + 2√2 y = 6"
2012_2_Q55,"55. For every integer n, let a_n and b_n be real numbers. Let function f: IR → IR be given by
f(x) = {a_n + sin πx, for x∈ [2n, 2n+1] ; b_n + cos πx, for x∈ (2n-1, 2n) , for all integers n. If f is continuous, then which of the following hold(s) for all n?
(A) a_n-1-b_n-1 = 0
(B) a_n-b_n = 1
(C) a_n-b_n+1 = 1
(D) a_n-1-b_n = -1"
2012_2_Q56,"56. If f(x) = ∫₀ˣ t² e^(t-2)(t − 3) dt for all x ∈ (0,∞), then
(A) f has a local maximum at x = 2
(B) f is decreasing on (2, 3)
(C) there exists some c∈ (0, ∞) such that f'' (c) = 0
(D) f has a local minimum at x = 3"
2012_2_Q57,"57. If the straight lines (x-1)/2 = (y+1)/k = z/2 and (x+1)/5 = (y+1)/2 = z/k are coplanar, then the plane(s) containing these two lines is(are)
(A) y + 2z = -1
(B) y + z = -1
(C) y-z=-1
(D) y-2z = -1"
2012_2_Q58,"58. Let X and Y be two events such that P(X | Y) = ½, P(Y|X) = ⅓ and P(X ∩ Y) = ⅙. Which of the following is (are) correct?
(A) P(X U Y) = ⅔
(B) X and Y are independent
(C) X and Y are not independent
(D) P(Xᶜ ∩ Y) = ⅓"
2012_2_Q59,"59. If the adjoint of a 3x3 matrix P is [[1, 4, 4], [2, 1, 7], [1, 1, 3]], then the possible value(s) of the determinant of P is (are)
(A) -2
(B) -1
(C) 1
(D) 2"
2012_2_Q60,"60. Let f: (-1, 1)→IR be such that f (cos 4θ) = 2/(2-sec²θ) for θ ∈ (0, π/4) U (π/4, π/2). Then the value(s) of f (1/3) is (are)
(A) 1-√3/2
(B) 1+√3/2
(C) 1-√2/√3
(D) 1+√2/√3"
2013_1_Q01,The diameter of a cylinder is measured using a Vernier callipers with no zero error. It is found that the zero of the Vernier scale lies between 5.10 cm and 5.15 cm of the main scale. The Vernier scale has 50 divisions equivalent to 2.45 cm. The 24th division of the Vernier scale exactly coincides with one of the main scale divisions. The diameter of the cylinder is (А) 5.112 cm (В) 5.124 cm (C) 5.136 cm (D) 5.148 cm
2013_1_Q02,"A ray of light travelling in the direction 1/2(i+√3j) is incident on a plane mirror. After reflection, it travels along the direction 1/2(i−√3j). The angle of incidence is (A) 30° (B) 45° (C) 60° (D) 75°"
2013_1_Q03,"In the Young's double slit experiment using a monochromatic light of wavelength λ, the path difference (in terms of an integer n) corresponding to any point having half the peak intensity is (A) (2n+1)λ/2 (B) (2n+1)λ/4 (C) (2n+1)λ/8 (D) (2n+1)λ/16"
2013_1_Q04,"Two non-reactive monoatomic ideal gases have their atomic masses in the ratio 2: 3. The ratio of their partial pressures, when enclosed in a vessel kept at a constant temperature, is 4: 3. The ratio of their densities is (A) 1:4 (B) 1:2 (C) 6:9 (D) 8:9"
2013_1_Q05,"Two rectangular blocks, having identical dimensions, can be arranged either in configuration I or in configuration II as shown in the figure. One of the blocks has thermal conductivity k and the other 2k. The temperature difference between the ends along the x-axis is the same in both the configurations. It takes 9 s to transport a certain amount of heat from the hot end to the cold end in the configuration I. The time to transport the same amount of heat in the configuration II is (A) 2.0 s (B) 3.0 s (C) 4.5 s (D) 6.0 s"
2013_1_Q06,A pulse of light of duration 100 ns is absorbed completely by a small object initially at rest. Power of the pulse is 30 mW and the speed of light is 3 × 10⁸ ms⁻¹. The final momentum of the object is (A) 0.3 × 10⁻¹⁷ kg ms⁻¹ (B) 1.0 × 10⁻¹⁷ kg ms⁻¹ (C) 3.0 × 10⁻¹⁷ kg ms⁻¹ (D) 9.0 × 10⁻¹⁷ kg ms⁻¹
2013_1_Q07,"A particle of mass m is projected from the ground with an initial speed u₀ at an angle α with the horizontal. At the highest point of its trajectory, it makes a completely inelastic collision with another identical particle, which was thrown vertically upward from the ground with the same initial speed u₀. The angle that the composite system makes with the horizontal immediately after the collision is (A) π/4 (B) π/4+α (C) π/2−α (D) π/2"
2013_1_Q08,"The work done on a particle of mass m by a force, K[x/(x²+y²)^3/2 i + y/(x²+y²)^3/2 j] (K being a constant of appropriate dimensions), when the particle is taken from the point (a, 0) to the point (0, a) along a circular path of radius a about the origin in the x-y plane is (A) 2Kπ/a (B) Kπ/a (C) Kπ/2a (D) 0"
2013_1_Q09,"One end of a horizontal thick copper wire of length 2L and radius 2R is welded to an end of another horizontal thin copper wire of length L and radius R. When the arrangement is stretched by applying forces at two ends, the ratio of the elongation in the thin wire to that in the thick wire is (A) 0.25 (B) 0.50 (C) 2.00 (D) 4.00"
2013_1_Q10,"The image of an object, formed by a plano-convex lens at a distance of 8 m behind the lens, is real and is one-third the size of the object. The wavelength of light inside the lens is 2/3 times the wavelength in free space. The radius of the curved surface of the lens is (A) 1 m (B) 2 m (C) 3 m (D) 6 m"
2013_1_Q11,"A horizontal stretched string, fixed at two ends, is vibrating in its fifth harmonic according to the equation, y(x, t) = (0.01 m) sin [(62.8 m⁻¹) x] cos [(628 s⁻¹)t]. Assuming π= 3.14, the correct statement(s) is (are) (A) The number of nodes is 5. (B) The length of the string is 0.25 m. (C) The maximum displacement of the midpoint of the string, from its equilibrium position is 0.01 m. (D) The fundamental frequency is 100 Hz."
2013_1_Q12,A solid sphere of radius R and density ρ is attached to one end of a mass-less spring of force constant k. The other end of the spring is connected to another solid sphere of radius R and density 3ρ. The complete arrangement is placed in a liquid of density 2ρ and is allowed to reach equilibrium. The correct statement(s) is (are) (A) the net elongation of the spring is 4πR³ρg / 3k (B) the net elongation of the spring is 8πR³ρg / 3k (C) the light sphere is partially submerged. (D) the light sphere is completely submerged.
2013_1_Q13,"A particle of mass M and positive charge Q, moving with a constant velocity ū₁ = 4i ms⁻¹, enters a region of uniform static magnetic field normal to the x-y plane. The region of the magnetic field extends from x = 0 to x = L for all values of y. After passing through this region, the particle emerges on the other side after 10 milliseconds with a velocity ū₂ = 2(√3 i + j) ms⁻¹. The correct statement(s) is (are) (A) The direction of the magnetic field is -z direction. (B) The direction of the magnetic field is +z direction. (C) The magnitude of the magnetic field is 50πM / 3Q units. (D) The magnitude of the magnetic field is 100πM / 3Q units."
2013_1_Q14,"Two non-conducting solid spheres of radii R and 2R, having uniform volume charge densities ρ₁ and ρ₂ respectively, touch each other. The net electric field at a distance 2R from the centre of the smaller sphere, along the line joining the centres of the spheres, is zero. The ratio ρ₁/ρ₂ can be (A) -4 (B) -32/25 (C) 32/25 (D) 4"
2013_1_Q15,"In the circuit shown in the figure, there are two parallel plate capacitors each of capacitance C. The switch S₁ is pressed first to fully charge the capacitor C₁ and then released. The switch S₂ is then pressed to charge the capacitor C₂. After some time, S₂ is released and then S3 is pressed. After some time, (A) the charge on the upper plate of C₁ is 2CV₀. (B) the charge on the upper plate of C₁ is CV₀. (C) the charge on the upper plate of C₂ is 0. (D) the charge on the upper plate of C₂ is – CV₀."
2013_1_Q16,"The work functions of Silver and Sodium are 4.6 and 2.3 eV, respectively. The ratio of the slope of the stopping potential versus frequency plot for Silver to that of Sodium is"
2013_1_Q17,"A freshly prepared sample of a radioisotope of half-life 1386 s has activity 10³ disintegrations per second. Given that ln 2 = 0.693, the fraction of the initial number of nuclei (expressed in nearest integer percentage) that will decay in the first 80 s after preparation of the sample is"
2013_1_Q18,"A particle of mass 0.2 kg is moving in one dimension under a force that delivers a constant power 0.5 W to the particle. If the initial speed (in ms⁻¹) of the particle is zero, the speed (in ms⁻¹) after 5 s is"
2013_1_Q19,"A uniform circular disc of mass 50 kg and radius 0.4 m is rotating with an angular velocity of 10 rad s⁻¹ about its own axis, which is vertical. Two uniform circular rings, each of mass 6.25 kg and radius 0.2 m, are gently placed symmetrically on the disc in such a manner that they are touching each other along the axis of the disc and are horizontal. Assume that the friction is large enough such that the rings are at rest relative to the disc and the system rotates about the original axis. The new angular velocity (in rad s⁻¹) of the system is"
2013_1_Q20,"A bob of mass m, suspended by a string of length l₁, is given a minimum velocity required to complete a full circle in the vertical plane. At the highest point, it collides elastically with another bob of mass m suspended by a string of length l₂, which is initially at rest. Both the strings are mass-less and inextensible. If the second bob, after collision acquires the minimum speed required to complete a full circle in the vertical plane, the ratio l₁/l₂ is"
2013_1_Q21,"The compound that does NOT liberate CO₂, on treatment with aqueous sodium bicarbonate solution, is (A) Benzoic acid (B) Benzenesulphonic acid (C) Salicylic acid (D) Carbolic acid (Phenol)"
2013_1_Q22,"Concentrated nitric acid, upon long standing, turns yellow-brown due to the formation of (A) NO (B) NO₂ (C) N₂O (D) N₂O₄"
2013_1_Q23,"Methylene blue, from its aqueous solution, is adsorbed on activated charcoal at 25 °C. For this process, the correct statement is (A) The adsorption requires activation at 25 °C. (B) The adsorption is accompanied by a decrease in enthalpy. (C) The adsorption increases with increase of temperature. (D) The adsorption is irreversible."
2013_1_Q24,"Sulfide ores are common for the metals (A) Ag, Cu and Pb (B) Ag, Cu and Sn (C) Ag, Mg and Pb (D) Al, Cu and Pb"
2013_1_Q25,"The arrangement of X⁻ ions around A⁺ ion in solid AX is given in the figure (not drawn to scale). If the radius of X⁻ is 250 pm, the radius of A⁺ is (A) 104 pm (B) 125 pm (C) 183 pm (D) 57 pm"
2013_1_Q26,"Upon treatment with ammoniacal H₂S, the metal ion that precipitates as a sulfide is (A) Fe(III) (B) Al(III) (C) Mg(II) (D) Zn(II)"
2013_1_Q27,"The standard enthalpies of formation of CO₂(g), H₂O(l) and glucose(s) at 25 °C are – 400 kJ/mol, –300 kJ/mol and –1300 kJ/mol, respectively. The standard enthalpy of combustion per gram of glucose at 25 °C is (A) +2900 kJ (B) –2900 kJ (C) –16.11 kJ (D) +16.11 kJ"
2013_1_Q28,"Consider the following complex ions, P, Q and R. P = [FeF₆]³⁻, Q = [V(H₂O)₆]²⁺ and R = [Fe(H₂O)₆]²⁺. The correct order of the complex ions, according to their spin-only magnetic moment values (in B.M.) is (A) R<Q<P (B) Q<R<P (C) R<P<Q (D) Q<P<R"
2013_1_Q29,"In the reaction, P+Q → R+S the time taken for 75% reaction of P is twice the time taken for 50% reaction of P. The concentration of Q varies with reaction time as shown in the figure. The overall order of the reaction is (A) 2 (B) 3 (C) 0 (D) 1"
2013_1_Q30,"KI in acetone, undergoes S_N2 reaction with each of P, Q, R and S. The rates of the reaction vary as (A) P>Q>R>S (B) S>P>R>Q (C) P>R>Q>S (D) R>P>S>Q"
2013_1_Q31,The pair(s) of coordination complexes/ions exhibiting the same kind of isomerism is(are) (A) [Cr(NH₃)₅Cl]Cl₂ and [Cr(NH₃)₄Cl₂]Cl (B) [Co(NH₃)₄Cl₂]⁺ and [Pt(NH₃)₂(H₂O)Cl]⁺ (C) [CoBr₂Cl₂]²⁻ and [PtBr₂Cl₂]²⁻ (D) [Pt(NH₃)₃(NO₃)]Cl and [Pt(NH₃)₃Cl]Br
2013_1_Q32,"Among P, Q, R and S, the aromatic compound(s) is/are (A) P (B) Q (C) R (D) S"
2013_1_Q33,"The hyperconjugative stabilities of tert-butyl cation and 2-butene, respectively, are due to (Α) σ→p (empty) and σ→π* electron delocalisations. (Β) σ→σ* and σ→π electron delocalisations. (C) σ→p (filled) and σ→π electron delocalisations. (D) p (filled)→σ* and σ→π* electron delocalisations."
2013_1_Q34,"Benzene and naphthalene form an ideal solution at room temperature. For this process, the true statement(s) is(are) (A) ΔG is positive (B) ΔS_system is positive (C) ΔS_surroundings = 0 (D) ΔH = 0"
2013_1_Q35,"The initial rate of hydrolysis of methyl acetate (1M) by a weak acid (HA, 1M) is 1/100th of that of a strong acid (HX, 1M), at 25 °C. The K_a of HA is (A) 1 × 10⁻⁴ (B) 1 × 10⁻⁵ (C) 1 × 10⁻⁶ (D) 1 × 10⁻³"
2013_1_Q36,The total number of carboxylic acid groups in the product P is
2013_1_Q37,"A tetrapeptide has –COOH group on alanine. This produces glycine (Gly), valine (Val), phenyl alanine (Phe) and alanine (Ala), on complete hydrolysis. For this tetrapeptide, the number of possible sequences (primary structures) with –NH₂ group attached to a chiral center is"
2013_1_Q38,EDTA⁴⁻ is ethylenediaminetetraacetate ion. The total number of N–Co–O bond angles in [Co(EDTA)]¹⁻ complex ion is
2013_1_Q39,The total number of lone-pairs of electrons in melamine is
2013_1_Q40,"The atomic masses of He and Ne are 4 and 20 a.m.u., respectively. The value of the de Broglie wavelength of He gas at –73 °C is “M” times that of the de Broglie wavelength of Ne at 727 °C. M is"
2013_1_Q41,"Let complex numbers α and 1/α lie on circles (x – x₀)² + (y – y₀)² = r² and (x – x₀)² + (y – y₀)² = 4r², respectively. If z₀ = x₀ + iy₀ satisfies the equation 2 |z₀|² = r² + 2, then |α| = (A) 1/√2 (B) 1/2 (C) 1/√7 (D) 1/3"
2013_1_Q42,"Four persons independently solve a certain problem correctly with probabilities 1/2, 3/4, 1/4, 1/8. Then the probability that the problem is solved correctly by at least one of them is (A) 235/256 (B) 21/256 (C) 3/256 (D) 253/256"
2013_1_Q43,"Let f: [1/2, 1]→ℝ (the set of all real numbers) be a positive, non-constant and differentiable function such that f'(x) < 2 f (x) and f(1) = 1. Then the value of ∫₁/₂¹ f(x) dx lies in the interval (A) (2e-1, 2e) (B) (e-1, 2e - 1) (C) ((e-1)/2, e-1) (D) (0, (e-1)/2)"
2013_1_Q44,"The number of points in (–∞, ∞), for which x² – x sin x – cos x = 0, is (A) 6 (B) 4 (C) 2 (D) 0"
2013_1_Q45,"The area enclosed by the curves y = sin x + cos x and y = |cos x – sin x| over the interval [0, π/2] is (A) 4(√2-1) (B) 2√2 (√2-1) (C) 2(√2+1) (D) 2√2 (√2+1)"
2013_1_Q46,"A curve passes through the point (1, π/6). Let the slope of the curve at each point (x, y) be y/x + sec(2y/x) , x > 0. Then the equation of the curve is (A) sin(y/x) = log x + 1/2 (B) cosec(y/x) = log x + 2 (C) sec(2y/x) = log x + 2 (D) cos(2y/x) = log x + 1/2"
2013_1_Q47,The value of cot (∑_(n=1)^23 cot⁻¹(1 + ∑_(k=1)^n 2k)) is (A) 23/25 (B) 25/23 (C) 23/24 (D) 24/23
2013_1_Q48,"For a > b > c > 0, the distance between (1, 1) and the point of intersection of the lines ax + by + c = 0 and bx + ay + c = 0 is less than 2√2. Then (A) a+b-c > 0 (B) a-b+c < 0 (C) a-b+c > 0 (D) a+b-c < 0"
2013_1_Q49,Perpendiculars are drawn from points on the line (x+2)/2 = (y+1)/(-1) = z/3 to the plane x + y + z = 3. The feet of perpendiculars lie on the line (A) (x-1)/8 = (y-1)/(-13) = (z-2)/(-7) (B) (x-1)/2 = (y-1)/3 = (z-2)/(-5) (C) (x-1)/4 = (y-1)/3 = (z-2)/(-7) (D) (x-1)/2 = (y-1)/(-7) = (z-2)/5
2013_1_Q50,"Let PR→ = 3î+ĵ-2k̂ and SQ→ = î-3ĵ-4k̂ determine diagonals of a parallelogram PQRS and PT→ = î+2ĵ+3k̂ be another vector. Then the volume of the parallelepiped determined by the vectors PT→, PQ→ and PS→ is (A) 5 (B) 20 (C) 10 (D) 30"
2013_1_Q51,Let S_n = ∑_(k=1)^(4n) (-1)^(k(k+1)/2) k². Then S_n can take value(s) (A) 1056 (B) 1088 (C) 1120 (D) 1332
2013_1_Q52,"For 3 x 3 matrices M and N, which of the following statement(s) is (are) NOT correct? (A) NᵀMN is symmetric or skew symmetric, according as M is symmetric or skew symmetric (B) MN-NM is skew symmetric for all symmetric matrices M and N (C) MN is symmetric for all symmetric matrices M and N (D) (adj M) (adj N) = adj (MN) for all invertible matrices M and N"
2013_1_Q53,"Let f(x) = x sin πx, x > 0. Then for all natural numbers n, f'(x) vanishes at (A) a unique point in the interval (n, n+1/2) (B) a unique point in the interval (n+1/2, n+1) (C) a unique point in the interval (n, n + 1) (D) two points in the interval (n, n + 1)"
2013_1_Q54,"A rectangular sheet of fixed perimeter with sides having their lengths in the ratio 8:15 is converted into an open rectangular box by folding after removing squares of equal area from all four corners. If the total area of removed squares is 100, the resulting box has maximum volume. Then the lengths of the sides of the rectangular sheet are (A) 24 (B) 32 (C) 45 (D) 60"
2013_1_Q55,"A line l passing through the origin is perpendicular to the lines l₁: (3 + t)i + (–1+ 2t)j + (4+2t)k, –∞ < t < ∞ l₂: (3 + 2s)i + (3 + 2s)j + (2 + s)k, –∞ < s < ∞ Then, the coordinate(s) of the point(s) on l₂ at a distance of √17 from the point of intersection of l and l₁ is (are) (A) (7/3, 7/3, 5/3) (B) (–1,–1,0) (C) (1, 1, 1) (D) (7/9, 7/9, 8/9)"
2013_1_Q56,The coefficients of three consecutive terms of (1+x)ⁿ⁺⁵ are in the ratio 5: 10:14. Then n =
2013_1_Q57,"A pack contains n cards numbered from 1 to n. Two consecutive numbered cards are removed from the pack and the sum of the numbers on the remaining cards is 1224. If the smaller of the numbers on the removed cards is k, then k–20 ="
2013_1_Q58,"Of the three independent events E₁, E₂ and E₃, the probability that only E₁ occurs is α, only E₂ occurs is β and only E₃ occurs is γ. Let the probability p that none of events E₁, E₂ or E₃ occurs satisfy the equations (α – 2β)p = αβ and (β – 3γ)p = 2βγ. All the given probabilities are assumed to lie in the interval (0, 1). Then Probability of occurrence of E₁ / Probability of occurrence of E₃ ="
2013_1_Q59,"A vertical line passing through the point (h, 0) intersects the ellipse x²/4 + y²/3 = 1 at the points P and Q. Let the tangents to the ellipse at P and Q meet at the point R. If Δ(h) = area of the triangle PQR, Δ₁ = max_(1/2≤h≤1) Δ(h) and Δ₂ = min_(1/2≤h≤1) Δ(h), then 8/√5 Δ₁ – 8Δ₂ ="
2013_1_Q60,"Consider the set of eight vectors V = {ai + bj + ck : a, b, c ∈ {–1, 1}}. Three non-coplanar vectors can be chosen from V in 2ᵖ ways. Then p is"
2013_2_Q01,"Using the expression 2d sin θ = λ, one calculates the values of d by measuring the corresponding angles θ in the range 0 to 90°. The wavelength λ is exactly known and the error in θ is constant for all values of θ. As θ increases from 0°, (A) the absolute error in d remains constant. (B) the absolute error in d increases. (C) the fractional error in d remains constant. (D) the fractional error in d decreases."
2013_2_Q02,"Two non-conducting spheres of radii R₁ and R₂ and carrying uniform volume charge densities +ρ and -ρ, respectively, are placed such that they partially overlap, as shown in the figure. At all points in the overlapping region, (A) the electrostatic field is zero. (B) the electrostatic potential is constant. (C) the electrostatic field is constant in magnitude. (D) the electrostatic field has same direction."
2013_2_Q03,"The figure below shows the variation of specific heat capacity (C) of a solid as a function of temperature (T). The temperature is increased continuously from 0 to 500 K at a constant rate. Ignoring any volume change, the following statement(s) is (are) correct to a reasonable approximation. (A) the rate at which heat is absorbed in the range 0-100 K varies linearly with temperature T. (B) heat absorbed in increasing the temperature from 0-100 K is less than the heat required for increasing the temperature from 400-500 K. (C) there is no change in the rate of heat absorption in the range 400-500 K. (D) the rate of heat absorption increases in the range 200-300 K."
2013_2_Q04,"The radius of the orbit of an electron in a Hydrogen-like atom is 4.5 a₀, where a₀ is the Bohr radius. Its orbital angular momentum is 3h / 2π. It is given that h is Planck constant and R is Rydberg constant. The possible wavelength(s), when the atom de-excites, is (are) (A) 9/32R (B) 9/16R (C) 9/5R (D) 4/3R"
